Product Name,Brand,Category,MRP,Discounted Price,Rating,Number of Reviews,Product URL
Men Printed Polo Collar T-shirt,Roadster,Men's T-Shirts,1399.0,531.0,4.3,564,https://www.myntra.com/tshirts/roadster/roadster-men-rust--black-printed-pure-cotton-polo-collar-t-shirt/17330640/buy
Men Polo Collar T-shirt,Moda Rapido,Men's T-Shirts,1499.0,344.0,3.7,374,https://www.myntra.com/tshirts/moda+rapido/moda-rapido-men-checked-polo-collar-t-shirt/33621045/buy
Men Cotton Round Neck T-shirt,GANT,Men's T-Shirts,4999.0,2499.0,,0,https://www.myntra.com/tshirts/gant/gant-men-colourblocked-round-neck-cotton-t-shirt/32708382/buy
Men Printed Cotton T-shirt,Roadster,Men's T-Shirts,999.0,399.0,3.8,853,https://www.myntra.com/tshirts/roadster/roadster-men-navy-blue-printed-pure-cotton-t-shirt/16245558/buy
Textured Oversized T-Shirt,Maniac,Men's T-Shirts,1569.0,479.0,4.3,982,https://www.myntra.com/tshirts/maniac/maniac-abstract-round-neck-t-shirt/28727816/buy
Pure Cotton Slim Fit T-shirt,U.S. Polo Assn.,Men's T-Shirts,1699.0,1138.0,4.6,74,https://www.myntra.com/tshirts/u.s.+polo+assn./us-polo-assn-polo-collar-pure-cotton-slim-fit-t-shirt/29338248/buy
Ultralight Basic Crew T-Shirt,DAMENSCH,Men's T-Shirts,599.0,467.0,4.5,200,https://www.myntra.com/lounge-tshirts/damensch/damensch-ultralight-basic-crew-pure-cotton-lounge-t-shirts/30205299/buy
Polo Collar T-shirt,HRX by Hrithik Roshan,Men's T-Shirts,899.0,368.0,4.3,203,https://www.myntra.com/tshirts/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-men-polo-collar-t-shirt/29714118/buy
Men Polo Collar T-shirt,THE BEAR HOUSE,Men's T-Shirts,,,4.5,24,https://www.myntra.com/tshirts/the+bear+house/the-bear-house-men-polo-collar-t-shirt/33116090/buy
Men Rapid-Dry T-shirt,HRX by Hrithik Roshan,Men's T-Shirts,1099.0,494.0,3.9,96,https://www.myntra.com/tshirts/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-men-rapid-dry-compression-t-shirt/33490839/buy
Ultralight Basic Crew T-Shirt,DAMENSCH,Men's T-Shirts,599.0,467.0,4.6,187,https://www.myntra.com/lounge-tshirts/damensch/damensch-men-ultralight-basic-crew-pure-cotton-lounge-t-shirts/30205305/buy
Cotton Slim Fit Polo T-shirt,U.S. Polo Assn.,Men's T-Shirts,1499.0,1079.0,3.2,22,https://www.myntra.com/tshirts/u.s.+polo+assn./us-polo-assn-polo-collar-pure-cotton-slim-fit-t-shirt/34032901/buy
Solid Round Lounge T-shirt,Levis,Men's T-Shirts,649.0,382.0,4.3,1700,https://www.myntra.com/lounge-tshirts/levis/levis-men-soft-pure-cotton-round-neck-half-sleeve-tshirt/12027428/buy
Regular Fit Round-Neck T-Shirt,H&M,Men's T-Shirts,,,4.2,700,https://www.myntra.com/tshirts/h%26m/hm-regular-fit-round-neck-t-shirt/31910747/buy
Thermoregulating Polo T-shirt,DAMENSCH,Men's T-Shirts,1299.0,948.0,4.4,952,https://www.myntra.com/tshirts/damensch/damensch-men-solid-thermoregulating-regular-fit-2-button-polo-t-shirt/16470314/buy
Men Printed T-shirt,NOBERO,Men's T-Shirts,1799.0,499.0,4.4,202,https://www.myntra.com/tshirts/nobero/nobero-men-printed-t-shirt/31715526/buy
Oversized Cotton T-Shirt,TOGS & TERRE,Men's T-Shirts,1499.0,331.0,3.8,34,https://www.myntra.com/tshirts/togs+%26+terre/togs--terre-deadpool-printed-drop-shoulder-sleeves-oversized-organic-cotton-t-shirt/35524498/buy
Men Stark Graphic T-Shirt,RARE RABBIT,Men's T-Shirts,2499.0,1324.0,4.5,101,https://www.myntra.com/tshirts/rare+rabbit/rare-rabbit-men-stark-typographic-printed-regular-fit-t-shirt/28354600/buy
Polo Collar Sports T-shirt,Kappa,Men's T-Shirts,799.0,639.0,4.5,1200,https://www.myntra.com/tshirts/kappa/kappa-polo-collar-sports-t-shirt/22578608/buy
Men Printed Oversized Tshirt,Maniac,Men's T-Shirts,1569.0,579.0,4.2,446,https://www.myntra.com/tshirts/maniac/maniac-men-abstract-printed-neck-cotton-oversized-tshirt/30281496/buy
Printed Polo Collar T-shirt,Park Avenue,Men's T-Shirts,1599.0,608.0,4.6,41,https://www.myntra.com/tshirts/park+avenue/park-avenue-printed-polo-collar-slim-fit-t-shirt/29314386/buy
Rapid-Dry Training T-shirt,HRX by Hrithik Roshan,Men's T-Shirts,699.0,300.0,4.4,228,https://www.myntra.com/tshirts/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-brand-logo-printed-rapid-dry-training-t-shirt/28985478/buy
Solid V-Neck T-shirt,U.S. Polo Assn.,Men's T-Shirts,699.0,622.0,4.0,107,https://www.myntra.com/lounge-tshirts/u.s.+polo+assn./us-polo-assn-men-white-solid-v-neck-t-shirt/9918289/buy
Men Printed Cotton T-shirt,Levis,Men's T-Shirts,,,,0,https://www.myntra.com/tshirts/levis/levis-men-brand-logo-printed-round-neck-cotton-t-shirt/35985564/buy
Men Printed Cotton T-shirt,KAIDO,Men's T-Shirts,1139.0,389.0,3.9,306,https://www.myntra.com/tshirts/kaido/kaido-men-graphic-printed-round-neck-pure-cotton-relaxed-fit-t-shirt/32231148/buy
Polo Collar Lounge Tshirts,Lux Cozi,Men's T-Shirts,419.0,335.0,4.2,964,https://www.myntra.com/lounge-tshirts/lux+cozi/lux-cozi-polo-collar-lounge-tshirts/28138228/buy
Slim Pure Cotton T-shirt,U.S. Polo Assn.,Men's T-Shirts,1699.0,1223.0,,0,https://www.myntra.com/tshirts/u.s.+polo+assn./us-polo-assn-slim-fit-polo-collar-pure-cotton-t-shirt/34032985/buy
Printed Round Neck T-shirt,Moda Rapido,Men's T-Shirts,2499.0,349.0,3.1,49,https://www.myntra.com/tshirts/moda+rapido/moda-rapido-varsity-printed-round-neck-sleeveless-t-shirt/35217181/buy
Printed Anti Odour Gym T-shirt,FUAARK,Men's T-Shirts,1599.0,623.0,4.5,353,https://www.myntra.com/tshirts/fuaark/fuaark-slim-fit-typography-printed-raglan-sleeves-anti-odour--gym-t-shirt/22766852/buy
Pure Cotton Slim Fit T-shirt,U.S. Polo Assn.,Men's T-Shirts,1699.0,1138.0,4.4,56,https://www.myntra.com/tshirts/u.s.+polo+assn./us-polo-assn-polo-collar-pure-cotton-slim-fit-t-shirt/30427579/buy
Men Polo Collar T-shirt,VeBNoR,Men's T-Shirts,999.0,299.0,3.9,357,https://www.myntra.com/tshirts/vebnor/vebnor-men-solid-polo-collar-t-shirt/32370535/buy
Men Typography Printed Polo Collar T-shirt,Roadster,Men's T-Shirts,1499.0,569.0,4.3,1300,https://www.myntra.com/tshirts/roadster/roadster-men-typography-printed-polo-collar-pure-cotton-t-shirt/26583614/buy
Men Cotton Polo Collar T-shirt,THE BEAR HOUSE,Men's T-Shirts,,,4.4,14,https://www.myntra.com/tshirts/the+bear+house/the-bear-house-men-colourblocked-polo-collar-cotton-slim-fit-t-shirt/32665787/buy
Rapid-Dry Running T-shirt,HRX by Hrithik Roshan,Men's T-Shirts,699.0,307.0,4.3,582,https://www.myntra.com/tshirts/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-printed-rapid-dry-running-t-shirt/25861068/buy
Unisex Printed Cotton T-shirt,Rigo,Men's T-Shirts,1599.0,639.0,3.5,33,https://www.myntra.com/tshirts/rigo/rigo-unisex-typography-printed-round-neck-cotton-oversized-t-shirt/33281220/buy
Men Raw Edge T-shirt,RARE RABBIT,Men's T-Shirts,3499.0,1819.0,3.8,18,https://www.myntra.com/tshirts/rare+rabbit/rare-rabbit-men-raw-edge-t-shirt/30149162/buy
Men Polo Collar T-shirt,The Indian Garage Co,Men's T-Shirts,1549.0,496.0,4.3,805,https://www.myntra.com/tshirts/the+indian+garage+co/the-indian-garage-co-men-solid-polo-collar-t-shirt/23053334/buy
Men Striped Cotton T-shirt,Maniac,Men's T-Shirts,1719.0,589.0,4.4,116,https://www.myntra.com/tshirts/maniac/maniac-men-striped-round-neck-cotton-oversized-t-shirt/33826565/buy
Colourblocked Cotton T-shirt,Tommy Hilfiger,Men's T-Shirts,3999.0,2399.0,4.5,6,https://www.myntra.com/tshirts/tommy+hilfiger/tommy-hilfiger-men-colourblocked-polo-collar-cotton-t-shirt/32154656/buy
Printed Cotton Basic Vest,Pepe Jeans,Men's T-Shirts,649.0,408.0,4.0,14,https://www.myntra.com/lounge-tshirts/pepe+jeans/pepe-jeans-printed-cotton-basic-vest-8909345003405/34859112/buy
Polo Collar Cotton T-shirt,Pepe Jeans,Men's T-Shirts,1299.0,623.0,4.3,98,https://www.myntra.com/tshirts/pepe+jeans/pepe-jeans-polo-collar-pure-cotton-t-shirt/33114262/buy
Men Zyte Regular Fit Polo,RARE RABBIT,Men's T-Shirts,3899.0,1910.0,4.0,85,https://www.myntra.com/tshirts/rare+rabbit/rare-rabbit-men-cotton-polo-collar-raw-edge-t-shirt/30097170/buy
Pure Cotton Lounge T-shirt,DAMENSCH,Men's T-Shirts,799.0,695.0,4.5,439,https://www.myntra.com/lounge-tshirts/damensch/damensch-neo-cool-pure-cotton-pocket-print-tank-top/19563328/buy
Self Design T-shirt,Kook N Keech,Men's T-Shirts,1499.0,299.0,4.0,311,https://www.myntra.com/tshirts/kook+n+keech/kook-n-keech-men-self-design-t-shirt/32605275/buy
Polo Collar Cotton T-shirt,Tommy Hilfiger,Men's T-Shirts,4599.0,2989.0,,0,https://www.myntra.com/tshirts/tommy+hilfiger/tommy-hilfiger-brand-logo-printed-polo-collar-pure-cotton-t-shirt/34850652/buy
Polo Collar Lounge Tshirts,Lux Cozi,Men's T-Shirts,,,4.1,279,https://www.myntra.com/lounge-tshirts/lux+cozi/lux-cozi-polo-collar-lounge-tshirts/28138208/buy
Printed Oversized T-shirt,Maniac,Men's T-Shirts,1659.0,589.0,4.3,6300,https://www.myntra.com/tshirts/maniac/maniac-raglan-sleeves-typography-printed-oversized-t-shirt/22208880/buy
Men Colourblocked Polo Collar Slim Fit T-shirt,U.S. Polo Assn.,Men's T-Shirts,2299.0,1425.0,4.1,16,https://www.myntra.com/tshirts/u.s.+polo+assn./us-polo-assn-men-colourblocked-polo-collar-pure-cotton-slim-fit-t-shirt/32410420/buy
Oversized Graphic T-shirt,NOBERO,Men's T-Shirts,1799.0,499.0,4.5,274,https://www.myntra.com/tshirts/nobero/nobero-men-oversized-graphic-printed-t-shirt/33055559/buy
Men T-shirt Relaxed Fit,H&M,Men's T-Shirts,,,4.3,2200,https://www.myntra.com/lounge-tshirts/h%26m/hm-men-black-t-shirt-relaxed-fit/11655366/buy
Polo Collar Cotton T-shirt,Tommy Hilfiger,Men's T-Shirts,2999.0,1799.0,,0,https://www.myntra.com/tshirts/tommy+hilfiger/tommy-hilfiger-polo-collar-cotton-t-shirt/34027007/buy
Printed Round Neck T-shirt,AUSK,Men's T-Shirts,1999.0,249.0,3.5,321,https://www.myntra.com/tshirts/ausk/ausk-men-animal-printed-round-neck-cotton-t-shirt/33186524/buy
Rapid-Dry Football T-shirt,HRX by Hrithik Roshan,Men's T-Shirts,899.0,368.0,4.1,246,https://www.myntra.com/tshirts/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-brand-logo-printed-rapid-dry-football-t-shirt/23542780/buy
Men Solid Cotton T-shirt,Tommy Hilfiger,Men's T-Shirts,3999.0,2599.0,,0,https://www.myntra.com/tshirts/tommy+hilfiger/tommy-hilfiger-men-solid-round-neck-cotton-t-shirt/34800464/buy
Polo Collar Lounge Tshirts,Lux Cozi,Men's T-Shirts,,,4.1,174,https://www.myntra.com/lounge-tshirts/lux+cozi/lux-cozi-polo-collar-lounge-tshirts/28138216/buy
Plus Size Polo Collar T-shirt,Sztori,Men's T-Shirts,1599.0,607.0,4.8,16,https://www.myntra.com/tshirts/sztori/sztori-plus-size-typography-printed-polo-collar-t-shirt/32689133/buy
Polo Collar Cotton T-shirt,NOBERO,Men's T-Shirts,2299.0,799.0,4.3,48,https://www.myntra.com/tshirts/nobero/nobero-men-solid-cotton-polo-collar-t-shirt/33648498/buy
Men Typography Printed T-shirt,HRX by Hrithik Roshan,Men's T-Shirts,1499.0,494.0,3.9,312,https://www.myntra.com/tshirts/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-men-typography-printed-t-shirt/29226794/buy
Men Solid T-shirt,Jockey,Men's T-Shirts,,,4.1,53,https://www.myntra.com/tshirts/jockey/jockey-super-combed-cotton-round-neck-solid-half-sleeve-t-shirt---am69/31223777/buy
Men Polo Collar T-shirt,GANT,Men's T-Shirts,6499.0,3249.0,4.5,35,https://www.myntra.com/tshirts/gant/gant-men-embroidered-chest-graphic-pure-cotton-polo-collar-t-shirt/32877376/buy
Pack of 3 Cotton T-shirts,max,Men's T-Shirts,749.0,636.0,4.3,175,https://www.myntra.com/lounge-tshirts/max/max-pack-of-2-men-solid-t-shirt/30250881/buy
Pure Cotton Oversized T-shirt,BDSQUARE,Men's T-Shirts,2499.0,399.0,4.3,41,https://www.myntra.com/tshirts/bdsquare/bdsquare-mr-bean-printed-round-neck-pure-cotton-oversized-t-shirt/34972469/buy
Cotton Slim Fit T-shirt,U.S. Polo Assn.,Men's T-Shirts,1999.0,1339.0,4.4,30,https://www.myntra.com/tshirts/u.s.+polo+assn./us-polo-assn-men-striped-polo-collar-pure-cotton-slim-fit-t-shirt/32410391/buy
Men Solid Polo T-shirt,VeBNoR,Men's T-Shirts,999.0,299.0,3.7,31,https://www.myntra.com/tshirts/vebnor/vebnor-men-solid-polo-collar-t-shirt/34912779/buy
Antimicrobial Slim Fit T-shirt,Technosport,Men's T-Shirts,,,4.4,662,https://www.myntra.com/tshirts/technosport/technosport-men-antimicrobial-slim-fit-t-shirt/23201906/buy
Pure Cotton Slim Fit T-shirt,U.S. Polo Assn.,Men's T-Shirts,999.0,669.0,4.7,11,https://www.myntra.com/tshirts/u.s.+polo+assn./us-polo-assn-pure-cotton-brand-logo-printed-slim-fit-t-shirt/34033021/buy
Rapid-Dry Training T-shirt,HRX by Hrithik Roshan,Men's T-Shirts,899.0,368.0,4.3,132,https://www.myntra.com/tshirts/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-rapid-dry-printed-training-t-shirt/28619266/buy
Pure Cotton Oversized T-shirt,THE HOLLANDER,Men's T-Shirts,1049.0,430.0,4.3,3500,https://www.myntra.com/tshirts/the+hollander/the-hollander-graphic-printed-drop-shoulder-sleeves-oversized-cotton-t-shirt/24476008/buy
Pure Cotton Slim Fit T-shirt,U.S. Polo Assn.,Men's T-Shirts,1499.0,1079.0,4.4,54,https://www.myntra.com/tshirts/u.s.+polo+assn./us-polo-assn-pure-cotton-polo-collar-slim-fit-t-shirt/30427328/buy
Men Printed Round Neck T-shirt,Coitonic,Men's T-Shirts,,,4.3,46,https://www.myntra.com/tshirts/coitonic/coitonic-men-typography-printed-round-neck-compression-t-shirt/32185863/buy
Men Typography Printed T-shirt,NOBERO,Men's T-Shirts,1499.0,499.0,4.1,240,https://www.myntra.com/tshirts/nobero/nobero-men-typography-printed-t-shirt/33055567/buy
Pure Cotton Slim Fit T-shirt,U.S. Polo Assn.,Men's T-Shirts,1699.0,1223.0,4.6,40,https://www.myntra.com/tshirts/u.s.+polo+assn./us-polo-assn-polo-collar-pure-cotton-slim-fit-t-shirt/30427536/buy
Polo Collar Lounge Tshirts,Lux Cozi,Men's T-Shirts,,,4.2,424,https://www.myntra.com/lounge-tshirts/lux+cozi/lux-cozi-polo-collar-lounge-tshirts/28138186/buy
Statement Waffle Tank Tops,DAMENSCH,Men's T-Shirts,799.0,751.0,4.5,215,https://www.myntra.com/lounge-tshirts/damensch/damensch-statement-waffle-premium-waffle-texture-colours-by-high-iq-dyes-tank-tops/28874526/buy
Slim Pure Cotton T-shirt,U.S. Polo Assn.,Men's T-Shirts,1699.0,1223.0,3.9,9,https://www.myntra.com/tshirts/u.s.+polo+assn./us-polo-assn-slim-fit-polo-collar-pure-cotton-t-shirt/34032921/buy
Cotton Slim Fit T-shirt,Blackberrys,Men's T-Shirts,,,,0,https://www.myntra.com/tshirts/blackberrys/blackberrys-geometric-self-design-cotton-slim-fit-t-shirt/35052859/buy
Pure Cotton Lounge T-shirts,U.S. Polo Assn.,Men's T-Shirts,699.0,657.0,4.3,283,https://www.myntra.com/lounge-tshirts/u.s.+polo+assn./us-polo-assn-embroidered-logo-pure-cotton-lounge-t-shirts/22492620/buy
Printed Cotton T-shirt,BULLMER,Men's T-Shirts,1499.0,389.0,3.8,8700,https://www.myntra.com/tshirts/bullmer/bullmer-beige--blue-graphic-printed-cotton-t-shirt/24014310/buy
Pure Cotton Slim Fit T-shirt,U.S. Polo Assn. Denim Co.,Men's T-Shirts,1299.0,870.0,,0,https://www.myntra.com/tshirts/u.s.+polo+assn.+denim+co./us-polo-assn-denim-co-brand-logo-printed-pure-cotton-slim-fit-t-shirt/34032171/buy
Men Printed Raw Edge T-shirt,PRONK,Men's T-Shirts,1499.0,649.0,4.0,289,https://www.myntra.com/tshirts/pronk/pronk-men-printed-raw-edge-t-shirt/30967641/buy
Printed Crew Neck T-shirt,BULLMER,Men's T-Shirts,1499.0,399.0,2.4,17,https://www.myntra.com/tshirts/bullmer/bullmer-graphic-printed-crew-neck-drop-shoulder-oversized-t-shirt/35572188/buy
Striped Slim Fit T-shirt,Pepe Jeans,Men's T-Shirts,,,,0,https://www.myntra.com/tshirts/pepe+jeans/pepe-jeans-striped-crew-neck-slim-fit-t-shirt/35784662/buy
Men Polo Collar T-shirt,max,Men's T-Shirts,,,4.3,3300,https://www.myntra.com/tshirts/max/max-men-black-polo-collar-t-shirt/16761982/buy
Rapid-dry Training T-shirt,HRX by Hrithik Roshan,Men's T-Shirts,899.0,368.0,4.0,200,https://www.myntra.com/tshirts/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-polo-collar-rapid-dry-training-relaxed-t-shirt/29010996/buy
Anti Stain Anti Odor T-Shirt,TURMS,Men's T-Shirts,2199.0,1799.0,4.2,106,https://www.myntra.com/tshirts/turms/turms-men-solid-polo-collar-half-sleeves-stain-and-water-repellent-cotton-tshirt/25634352/buy
Polo Collar Cotton T-shirt,Rigo,Men's T-Shirts,1499.0,419.0,4.2,1500,https://www.myntra.com/tshirts/rigo/rigo-polo-collar-waffle-knit-cotton-t-shirt/25181318/buy
Colourblocked Polo Pure Cotton T-shirt,Roadster,Men's T-Shirts,1399.0,559.0,4.0,469,https://www.myntra.com/tshirts/roadster/roadster-men-blue-colourblocked-polo-collar-pure-cotton-t-shirt/12905348/buy
Polo Collar Slim Fit T-shirt,U.S. Polo Assn.,Men's T-Shirts,1499.0,1004.0,4.3,94,https://www.myntra.com/tshirts/u.s.+polo+assn./us-polo-assn-polo-collar-pure-cotton-slim-fit-t-shirt/29338352/buy
Pure Cotton Printed T-shirt,Levis,Men's T-Shirts,999.0,549.0,4.2,207,https://www.myntra.com/tshirts/levis/levis-pure-cotton-typography-printed-t-shirt/31639674/buy
Printed Organic Cotton T-Shirt,TOGS & TERRE,Men's T-Shirts,1499.0,331.0,3.3,20,https://www.myntra.com/tshirts/togs+%26+terre/togs--terre-deadpool-printed-drop-shoulder-sleeves-organic-cotton-oversized-t-shirt/35524480/buy
Men Solid Polo Collar T-shirt,GANT,Men's T-Shirts,6999.0,3149.0,,0,https://www.myntra.com/tshirts/gant/gant-men-solid-short-sleeve-polo-collar-t-shirt/32708153/buy
Brand Logo Printed T-shirt,Being Human,Men's T-Shirts,799.0,351.0,4.8,9,https://www.myntra.com/tshirts/being+human/being-human-brand-logo-printed-pure-cotton-t-shirt/29620522/buy
Men Striped Polo Collar Pockets Slim Fit T-shirt,Crocodile,Men's T-Shirts,,,3.8,116,https://www.myntra.com/tshirts/crocodile/crocodile-men-striped-polo-collar-pockets-slim-fit-t-shirt/27986124/buy
Printed Cotton Slim T-shirt,U.S. Polo Assn. Denim Co.,Men's T-Shirts,2199.0,1363.0,,0,https://www.myntra.com/tshirts/u.s.+polo+assn.+denim+co./us-polo-assn-denim-co-printed-polo-collar-pure-cotton-slim-fit-t-shirt/32409623/buy
Men Printed Oversized T-shirt,VEIRDO,Men's T-Shirts,1199.0,395.0,4.0,224,https://www.myntra.com/tshirts/veirdo/veirdo-men-typography-printed-raglan-sleeves-oversized-pure-cotton-t-shirt/30388056/buy
Move All Day Fly Dry T-shirt,CULT,Men's T-Shirts,1199.0,683.0,4.4,743,https://www.myntra.com/tshirts/cult/cult-move-all-day-comfortech-t-shirt/26701534/buy
Breeze Elemental T-Shirt,DAMENSCH,Men's T-Shirts,799.0,751.0,4.2,182,https://www.myntra.com/tshirts/damensch/damensch-breeze-elemental-pocket-t-shirt/29832576/buy
Printed Round Neck T-shirt,Roadster,Men's T-Shirts,999.0,370.0,4.0,2000,https://www.myntra.com/tshirts/roadster/roadster-men-blue-printed-round-neck-t-shirt/12908462/buy
Men Solid Innerwear Vest,Jockey,Men's T-Shirts,,,4.5,1900,https://www.myntra.com/tshirts/jockey/jockey-combed-cotton-rib-round-neck-muscle-vest-9930/9866815/buy
Men Printed Oversized T-shirt,The Souled Store,Men's T-Shirts,,,5.0,8,https://www.myntra.com/tshirts/the+souled+store/the-souled-store-men-graphic-printed-round-neck-cotton-oversized-t-shirt/31362463/buy
Solid Polo Collar T-shirt,Roadster,Men's T-Shirts,1299.0,532.0,4.1,219,https://www.myntra.com/tshirts/roadster/the-roadster-life-co-solid-polo-collar-pure-cotton-t-shirt/26042996/buy
Brand Logo Polo Collar T-shirt,Status Quo,Men's T-Shirts,799.0,519.0,4.5,23,https://www.myntra.com/tshirts/status+quo/status-quo-men-brand-logo-polo-collar-regular-fit-t-shirt/35353258/buy
Men Printed Slim Fit T-shirt,Mufti,Men's T-Shirts,2299.0,942.0,3.9,14,https://www.myntra.com/tshirts/mufti/mufti-men-floral-printed-polo-collar-cotton-slim-fit-t-shirt/30959129/buy
Slim Tropical Printed Pure Cotton T-shirt,Urbano Fashion,Men's T-Shirts,1099.0,439.0,4.1,28100,https://www.myntra.com/tshirts/urbano+fashion/urbano-fashion-men-teal-green-slim-fit-tropical-printed-pure-cotton-t-shirt/12377258/buy
Printed Relaxed Fit T-shirt,MARVEL STREET,Men's T-Shirts,1299.0,480.0,3.9,18,https://www.myntra.com/tshirts/marvel+street/marvel-street-spiderman-printed-drop-shoulder-sleeves-pure-cotton-relaxed-fit-t-shirt/32285261/buy
Cotton Oversized T-shirt,The Souled Store,Men's T-Shirts,1499.0,849.0,4.4,74,https://www.myntra.com/tshirts/the+souled+store/the-souled-store-maroon-graphic-printed-drop-shoulder-sleeves-cotton-oversized-t-shirt/28904220/buy
Printed Round Neck T-shirt,Roadster,Men's T-Shirts,899.0,368.0,4.2,1600,https://www.myntra.com/tshirts/roadster/roadster-men-black--off-white-printed-round-neck-t-shirt/11545420/buy
Men Lounge Tshirts,XYXX,Men's T-Shirts,449.0,369.0,4.6,70,https://www.myntra.com/lounge-tshirts/xyxx/xyxx-pace-ultra-breezy-super-combed-cotton-solid-crew-neck-t-shirt/32463276/buy
Slim Pure Cotton T-shirt,U.S. Polo Assn.,Men's T-Shirts,1699.0,1223.0,,0,https://www.myntra.com/tshirts/u.s.+polo+assn./us-polo-assn-slim-fit-polo-collar-pure-cotton-t-shirt/34032959/buy
Men Plus Size Striped T-shirt,Sztori,Men's T-Shirts,1399.0,461.0,4.4,500,https://www.myntra.com/tshirts/sztori/sztori-men-plus-size-white--green-cotton-striped-t-shirt/13617160/buy
Men Rapid-Dry Training T-shirt,HRX by Hrithik Roshan,Men's T-Shirts,699.0,272.0,4.4,601,https://www.myntra.com/tshirts/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-men-geometric-placement-print-rapid-dry-training-t-shirt/25861036/buy
Europe Embroidered T-shirt,Tommy Hilfiger,Men's T-Shirts,3599.0,2879.0,,0,https://www.myntra.com/tshirts/tommy+hilfiger/tommy-hilfiger-europe-typography-embroidered-round-neck-casual-t-shirt/35008828/buy
Men Waffle Knit T-shirt,Roadster,Men's T-Shirts,1099.0,362.0,4.1,478,https://www.myntra.com/tshirts/roadster/the-roadster-lifestyle-co-men-blue-waffle-knit-t-shirt/16997644/buy
Men Polo Collar Pockets Slim Fit T-shirt,Metronaut,Men's T-Shirts,1999.0,299.0,3.8,125,https://www.myntra.com/tshirts/metronaut/metronaut-men-polo-collar-pockets-slim-fit-t-shirt/31649100/buy
Men Printed Polo Collar T-shirt,Louis Philippe,Men's T-Shirts,1999.0,1159.0,4.4,627,https://www.myntra.com/tshirts/louis+philippe/louis-philippe-men-maroon--black-printed-pure-cotton-polo-collar-t-shirt/19447398/buy
Anti Static Slim Fit T-shirt,Technosport,Men's T-Shirts,,,4.3,60,https://www.myntra.com/tshirts/technosport/technosport-men-anti-static-slim-fit-t-shirt/31320517/buy
Polo Collar T-shirt,Maniac,Men's T-Shirts,2799.0,699.0,4.4,965,https://www.myntra.com/tshirts/maniac/maniac-colourblocked-polo-collar-cotton-t-shirt/29808712/buy
Men Self Design Cotton T-shirt,Andamen,Men's T-Shirts,,,,0,https://www.myntra.com/tshirts/andamen/andamen-men-textured-cotton-regular-fit-polo-t-shirt/35439233/buy
Ultralight Basic Crew T-Shirt,DAMENSCH,Men's T-Shirts,599.0,497.0,4.5,213,https://www.myntra.com/lounge-tshirts/damensch/damensch-ultralight-basic-crew-pure-cotton-lounge-t-shirts/30205304/buy
Polo Collar Lounge Tshirts,Lux Cozi,Men's T-Shirts,,,4.2,573,https://www.myntra.com/lounge-tshirts/lux+cozi/lux-cozi-polo-collar-lounge-tshirts/28138206/buy
Pure Cotton Slim Fit T-shirt,U.S. Polo Assn. Denim Co.,Men's T-Shirts,999.0,669.0,,0,https://www.myntra.com/tshirts/u.s.+polo+assn.+denim+co./us-polo-assn-denim-co-brand-logo-printed-pure-cotton-slim-fit-t-shirt/34032107/buy
Men Anti Static T-shirt,Technosport,Men's T-Shirts,,,4.4,58,https://www.myntra.com/tshirts/technosport/technosport-men-anti-static-slim-fit-t-shirt/31320520/buy
Polo Collar Cotton T-Shirt,max,Men's T-Shirts,699.0,549.0,4.2,448,https://www.myntra.com/tshirts/max/max-polo-collar-pure-cotton-t-shirt/26699972/buy
Striped Polo Collar T-shirt,Louis Philippe,Men's T-Shirts,2499.0,1599.0,4.6,18,https://www.myntra.com/tshirts/louis+philippe/louis-philippe-striped-polo-collar-t-shirt/33085437/buy
Men Printed Cotton T-shirt,The Souled Store,Men's T-Shirts,1199.0,1049.0,4.8,5,https://www.myntra.com/tshirts/the+souled+store/the-souled-store-men-demon-slayer-graphic-printed-pure-cotton-relaxed-fit-t-shirt/35932317/buy
Men Printed Cotton T-shirt,Tommy Hilfiger,Men's T-Shirts,2999.0,2399.0,,0,https://www.myntra.com/tshirts/tommy+hilfiger/tommy-hilfiger-men-brand-logo-printed-round-neck-cotton-t-shirt/35355671/buy
Solid Polo Collar Pure Cotton T-shirt,Roadster,Men's T-Shirts,1299.0,519.0,4.1,2100,https://www.myntra.com/tshirts/roadster/roadster-men-green-solid-polo-collar-pure-cotton-t-shirt/2303711/buy
Logo Lounge T-shirts,U.S. Polo Assn.,Men's T-Shirts,699.0,629.0,4.4,294,https://www.myntra.com/lounge-tshirts/u.s.+polo+assn./us-polo-assn-embroidered-logo-pure-cotton-lounge-t-shirts/22492596/buy
Floral Printed Cotton T-shirt,Mufti,Men's T-Shirts,2199.0,593.0,4.2,78,https://www.myntra.com/tshirts/mufti/mufti-floral-printed-polo-collar-slim-fit-pure-cotton-t-shirt/24155852/buy
